주종,주류명,생산국가,용량,도수,특징
위스키,워터포드오가닉가이아1.1,영국,700,50,
위스키,윈저 17년,한국,450      ,40      ,
위스키,윈저 시그니처12년,영국,450      ,35      ,
위스키,윈저 시그니처17년,영국,450      ,35      ,
위스키,윈저12년,영국,450      ,40      ,
위스키,윈저21년,한국,500      ,40      ,
위스키,윈저더블유아이스,영국,450      ,40,
위스키,윈저블랙17년,영국,450      ,40      ,
위스키,윌렛 팟스틸 리저브,미국,700      ,47      ,
위스키,윌렛라이위스키,미국,750,50~56      ,
위스키,이글레어10년  품절,미국,700      ,45      ,
위스키,이와이,일본,750      ,40      ,
위스키,이와이 트레디션,일본,750      ,40      ,
위스키,인버하우스 35Y,영국,750      ,43      ,"인버하우스는 1856년 하이랜드 지방 인버네스에서 윌리엄 데빗드슨 사가 세상에 출시한 것에서 시작한다. 현재는 로우랜드 지방 라나크샤의 에드리 마을에서 인버하우스 디스틸러즈사가 제품화하고 있다. 동사의 소재지는 원래 로우랜드 몰트인 모팩트 증류소였기 때문에 글렌 프라글라라는 온화한 몰트를 생산했는데, 1980년대 중반부터 증류를 중지하고 있다.그 증류소 자리를 본거로 하는 인버 하우스 사는 현재 하이랜드 몰트인 노크듀 증류소를 소유하고, 싱글 몰트로서 녹크듀와 안노크라는 브랜드를 발매하고 있다. 1893년 창업한 이 증류소는 중용 타입의 우수한 하이랜드 몰트를 생산했는데, 1983년에 일시조업을 중지한 후, 1989년에 증류를 재개했다. 이 몰트의 특징은 스카치 버터를 연상시키는 윤기있는 향, 달콤함과 과일향을 갖춘 부드러운 향미에 있다. 현재의 인버 하우스는 이 중용 타입의 우수한 하이랜드 몰트를 풍미의 중핵에 두고, 그 외 여러가지 몰트를 배합해서 부드러운 맛의 블렌디드 스카치를 만들고 있다.     인버 하우스라는 라벨 밑에 그린 프레이드라는 문자가 들어있는 병이 있는데, 이는 “녹색격자무늬의 쇼울""를 말한다. 윗 사진 오른쪽의 스탠더드 제품은 “소프트 어즈 어 키스""가 특색인 부드러운 맛. 12년산, 17년 산에는 부드러움에 원숙한 숙성감이 가미된 제품. 21년 산은 25년부터 26년간 숙성한 몰트 원액 20종류를 중심으로 배합한 것. 장기 숙성을 느끼게 하는 향기와 깊은 여운을 남기는 것이 특징. 25년 산은 25년부터 30년간 숙성한 몰트 원액 15종이 중심. 더욱 깊이 있는 맛을 즐길 수 있다. 35년 산은 엄선된 몰트 원액 20종을 배합한 것. 자기 숙성에서 우러나오는 향은 다른 어느 제품에서도 그 예를 찾아볼 수 없다."
위스키,일리악  C S,영국,700      ,58      ,
위스키,일리악 싱글몰트,영구,700      ,40      ,
위스키,임페리얼12년,대한민국,450      ,40      ,
위스키,임페리얼17,영국,450      ,40      ,
위스키,임페리얼17,영국,450,40,
위스키,임페리얼21년,한국,500      ,40      ,
위스키,임페리얼퀀텀19년,한국,500      ,40      ,
위스키,잭다니엘,미국,750        / 1000      ,40      , 미국 위스키는 곡류를 발효시켜 만든 양조주를 증류해 95% 이하의 알코올을 만든 다음 오크통에 2년 이상 숙성 한 다음 병입한 것으로 규정하고 있습니다.이런 미국 위스키 중에는 켄터기주 버번 지역에서 자라는 옥수수를 주원료로 만든 버번 위스키가 가장 유명한데 그 대표적인 것이 잭다니엘 입니다.
위스키,잭다니엘 싱글베럴,미국,700      ,40      ,"잭다니엘 싱글베럴은 뛰어나고 중후한 맛이 특징이다. 특히 그을린 오크통의 향, 바닐라, 캬라멜 향이 강조되는데, 각각의 베럴에 사용된 참나무의 차이로 인해 그 베럴로부터 나온 한 병 한 병마다 맛, 향, 색깔이 오묘하게 다르다.      잭다니엘 싱글베럴은 제품 하나하나를 장인정신으로 만들고 시간이 많이 걸리기 때문에 생산량이 한정되어있어, 하루에 매우 한정된 양의 베럴만이 병입 된다. 디켄더 유리병마다 Mr. Jack Daniel의 서명이 새겨져 있으며 손으로 직접 라벨을 붙이고, 병마다 고유 배럴 넘버와 병입 날짜가 적혀 있다."
위스키,잭다니엘1.75L,미국,1750,40      ,미국 위스키는 곡류를 발효시켜 만든 양조주를 증류해 95% 이하의 알코올을 만든 다음 오크통에 2년 이상 숙성 한 다음 병입한 것으로 규정하고 있습니다.이런 미국 위스키 중에는 켄터기주 버번 지역에서 자라는 옥수수를 주원료로 만든 버번 위스키가 가장 유명한데 그 대표적인 것이 잭다니엘 입니다.
위스키,잭다니엘애플,미국,700      ,35      ,
위스키,잭다니엘허니,미국,700      ,35      ,"잭 허니는 잭 다니엘 특유의 클래식한 풍미에 천연 벌꿀에서 느껴지는 부드러운 달콤함, 풍부한 견과류의 향을 더한 것이 특징인 제품이다. 기존 잭 다니엘스(40도)에 비해 낮아진 35도의 저도수 알코올로 기존 잭 다니엘스 마니아 뿐만 아니라 여성들에게까지 큰 사랑을 받고 있다."
위스키,잭다니엘허니잔,.,.,.,
위스키,제이앤비 레어,영국,700,40,
위스키,제이앤비 리저브,영국,500 /700/      ,40,
위스키,제이앤비 제트,영국,375,40      ,
위스키,제임스 이페퍼 1776,미국,700      ,50,
위스키,제임스 이페퍼 1776,미국,700,58.6,
위스키,제임슨 12년 (품절),영국,700      ,40      ,"1800년대 중반 스코틀랜드 블렌더들은 적은 비용으로 블렌딩 위스키를 만들었고 전통적인 퓨어 팟 스틸(Pure Pot Still) 기술을 사용하는 증류기를 가진 아일랜드는 경쟁이 안 되었다. 진정한 위스키에 대한 서로 다른 의견은 1908년 합법적인 조사가 최고조에 달하면서 양립되었다.이것은 위스키 역사에 큰 전환점이 되었다. 스코틀랜드 증류업자들은 위스키 제조 관련 법률로 인정된 그레인 위스키 소송에서 승소했다. 일반적인 아이리시 위스키와 제임슨은 오늘날 여전히 전통적인 퓨어 팟 스틸 생산 과정을 수십 년 계속 유지하고 있다. 또한 특별 한정판 위스키인 레드브레스트(Redbrest)를 고대 아이리시 위스키 제조 기술로 생산한다. 1966년 존 제임슨은 라이벌인 콕 브랜드, 존 파워와 함께 아일랜드 증류업자 그룹 ‘IDG(Ireland Distiller Group)’를 형성했다. IDG에 의해 건설된 새로운 미들턴 증류소는 아일랜드 내에서 판매되는 대부분의 위스키를 생산한다드라이하고 부드러운 곡물 향과 포도, 몰트가 입안을 감싼다. 우아한 바닐라와 흑설탕과 셰리가 은은하게 느껴진다. 그을린 나무의 달콤함과 스파이시, 헤이즐넛 향이 절묘하게 어울린다"
위스키,제임슨 블랙배럴,아일랜드,700      ,400,
위스키,제임슨아이리쉬,영국,700      ,40      ,
위스키,제임슨캐스크메이츠,영국,700      ,40      ,
위스키,젠틀맨 잭,미국,700      ,40      ,"깔끔하고 부드러운 스타일의 술로 젠틀맨 잭이라는 이름이 붙게 되었다. 일반 잭 다니엘보다 단맛이 적고 과일 향과 새콤한 맛, 부드러움이 특징."
위스키,조니워커 킹조지5세,영국,750      ,43      ,
위스키,조니워커(품절),영국,700      ,40      ,
위스키,조니워커18년,영국,700      ,40,"
 조니 워커 골드 라벨은 워커 명가의 회사 설립 100주년을 기념하기 위해 만들어진 라벨이다. 1920년에 존 워커의 손자 알렉산더 워커가 조니 워커 골드 라벨 블렌디드 위스키를 만들었다. 골드 라벨은 18년 이상 숙성한 15가지의 희귀 싱글 몰트 위스키만을 엄선하여 특별히 블렌딩했다.주요 핵심 몰트 위스키는 강하고 부드러운 몰트와 오크의 느낌을 주는 카듀 증류소의 원액과 향기로운 크림 같은 질감과 향을 제공하는 클리넬리쉬 몰트 위스키이다. 골드 라벨은 24시간 동안 냉동실에 두었다가 마시는 것이 가장 좋다. 얼려 마시면 과일 풍미와 꿀의 달콤함이 배가되며 조니 워커의 전형적인 스모키 여운이 지속된다. 다크 초콜릿을 곁들이면 미각의 즐거움을 더할 수 있다."
위스키,조니워커골드리저브,영국,750      ,40      ,
위스키,조니워커그린,영국,700      ,40,
위스키,조니워커더블블랙,영국,1000      ,40      ,조니워거 블랙라벨 보다 피트 풍미가 더 진한것이 특색이다.
위스키,조니워커레 4.5L,엳국,4.5L,40,"블랙 레이블을 비롯하여 레드,골드,블루 레이블등 모두 8가지를 선보이고 있는 죠니워커 제품은잊을수 없는 독특한 향과 풍부한 맛으로 세계 고객들로부터 사랑받고 있습니다."
위스키,조니워커레드,영국,700      /1000      ,40,레드라벨은 스카치의 톱 셀링 브랜드. 하이랜드 타입의 풍부한 향과 감칠맛이 느껴지는 것이 특징. 블랙라벨은 12년 이상 숙성한 몰트를 배합한 딜럭스 품격 매끄러우며 순하다.골드 라벨은 1996년에 18년 숙성한 몰트 원액을 배합한 슈퍼 프리미엄 제품으로 다시 태어났다.
위스키,조니워커블랙,영국,700       /1000      ,40      ,레드 라벨은 스카치의 톱 셀링 브랜드. 하이랜드 타입의 풍부한 향과 감칠맛이 느껴지는 것이 특징. 블랙라벨은 12년 이상 숙성한 몰트를 배합한 딜럭스 품. 매끄러우며 순하다.골드 라벨은 1996년에 18년 숙성한 몰트 원액을 배합한 슈퍼 프리미엄 제품으로 다시 태어났다.
위스키,조니워커블루,영국,750      ,40      ,죠니워커 블루는 죠니워커 가문의 가장 오래되고 진귀한 원액으로 만들어지는 스카치 위스키의 걸작품입니다.대부분 장기 숙성된 원액으로 블랜딩하기 때문에 전세계 일부 계층에만 한정적으로 공급되는 위스키의 명품입니다. 최상의 품질과 명성을 유지하기 위해 생산되는 모든 병마다 고유번호를 부여하고 있다.
위스키,조니워커블루고스트,영국,750      ,43.8      ,조니워커 블루 '고스트 앤 레어 피티바이크'는 현재 운영하지 않는 증류소에서 만들어진 일명 '유령(Ghost)' 위스키 원액을 담은 스페셜 에디션이다
위스키,조니워커토끼에디션,영국,750      ,46      ,조니워커토끼에디션한정판 토끼띠 에디션은 중국 출신의 세계적 패션 디자이너 '앤젤 첸'이 그린 토끼 일러스트가 적용됐으며 알콜도수는 46% 입니다
위스키,조니워커플래티늄,영국,700,40,
위스키,쥬라12년쉐리,영국,700      ,40      ,
위스키,쥬라18년,영국,700      ,44      ,
위스키,짐빔 더블오크,미국,700,43,짐 빔 더블오크는 짐빔의 장인정신과 도전정신으로 만든 새로운 프리미엄 버번 위스키입니다. 짐빔 더블오크의 가장 큰 특징은 다른 오크통에서 두번 숙성시켜 더욱 풍부한 우디향과 밸런스 있게 더욱 깊어진 풍미를 즐길 수 있는 것입니다.색상 : 골든 앰버향 : 구운 나무의 숨결이 느껴지는 풍부한 바닐라와 캬라멜테이스트 : 스파이시한 오크향이 감도는 강렬한 허니와 토피의 풍미피니쉬 : 완벽하게 균형잡힌 길고 따뜻한 여운
위스키,짐빔 파이어,미국,750      ,35      ,짐빔 켄터키 파이어는 세계 최고의 켄터키 스트레이트 버번 위스키와 정렬의 붉은 시나몬 플레이버를 블렌드한 시나몬 버번 리큐르입니다.향 : 매콤 달콤한 시나몬향맛 : 강렬하고 달콤한 시나몬과 버번의 절묘한 조화로 불같이 강렬한 맛 피니쉬 : 기분 좋은 부드러움과 따듯하게 구운 시나몬의 맛과 향
위스키,짐빔 화이트,미국,700      /1000      ,40      ,"전형적인 버번 위스키의 오렌지 색상에 가볍고 매끄러우며 풍부한 바닐라, 캐러멜 향이 난다. 달콤한 꿀과 감초 사탕 맛이 느껴진다. 여운이 짧으나 매력적이며 복합적인 풍미를 지니고 있다"
위스키,치타,일본,700      ,43      ,"산토리가 소유 한 환상적인 양조장 중 하나 인 치타 (Chita) 증류소의 일본 단일 곡물 위스키.  셰리, 버번 및  와인 통의 조합으로 위스키가 성숙되었습니다. 여름에 마시기에  좋은 위스키."
위스키,카발란 쉐리오크,대만,700      ,.,
위스키,카발란솔리스트,대만,722      ,55,
위스키,카발란솔리스트포트,대만,700      ,58.6,
위스키,카발란클래식,대만,700      ,40      ,
위스키,카토스 25년 품절,영국,700      ,40      ,주전자 형태의 초록빛 병으로 섬세하면서도 신비로움이 느껴지고 최상의 위스키의 부드러운 맛과 섬세한 향이 조화롭게 가미된최상급 위스키이고  또한 위스키 수집가들에게 더없이 좋은 명주입니다.
위스키,캐나디안클럽  C C,캐나다,750      ,40      ,
위스키,캐나디언 클럽 쉐리캐스크,,,,"캐나디안 클럽 쉐리캐스크, CC 셰리 캐스크는 몰트 위스키에서만 사용되는 값비싼 스페인산 셰리 오크통에서 숙성된다. 전 세계적으로 소량 생산되며, 캐스크의 하단에 고유 배치 번호가 새겨져 있다. 캐나디언 클럽 특유의 부드럽고 순한 맛에 셰리의 깊은 맛이 더해져 긴 여운을 남긴다.     Tasting NoteDeep brown in colour with some light caramel nuances on the rim, The nose shows aromas of sweet bourbon and light banana. Smooth, elegant and rich."
위스키,캐나디언미스트,캐나다,700      ,40      ,"캐나디언 위스키는 대부분의 시장이 미국이며, 아메리칸 위스키에 비해 호밀을 많이 써서 만드는 것이 특징이다. 전체적으로 가벼운 스타일로, 순한 위스키를 선호하는 요즘 사람들의 취향에 맞아 최근 세계 시장에서 인기가 점점 높아지고 있다. 
초록빛 풀 향, 사탕수수 시럽의 달콤함과 약간의 알코올이 느껴진다. 다크 럼 느낌에 질감은 가볍고 캐러멜, 토피, 바닐라 향이 난다. 쓰고 달콤하며, 금속 같은 단단한 여운을 준다. 부드러운 감촉의 오크가 마지막까지 여운을 남긴다."
위스키,캐나디언클럽 쉐리캐스크,캐나다,750      ,41.3      ,"CC셰리 캐스크의 하단에 고유의 배치 번호가 새겨져 있어 소량 생산됨을확인할 수 있으며.캐나디언 클럽 고유의 주조법인 배럴 블랜딩 방식으로 생산된원액 중 최고이 위스키 원액만을 엄선 ,셰리 오크통에서 2차 숙성을 거치게 된다.이로 인해 캐나디언 클럽 특유의 부드럽고 순한 맛은 물론,셰리의 깊은 맛과 향을 느낄수 있다"
위스키,캐나디언클럽12년,캐나다,700      ,40      ,"캐나다캐나디언 클럽 증류소는 캐나다의 가장 남쪽 지점인 온타리오주 워커빌에 위치하고 있다. 증류소는 위스키를 증류하고 숙성 및 블렌딩을 거쳐서 병입하기까지, 완제품을 생산하는 종합 시스템을 갖추고 있다. 증류소는 1858년에 완성되어 본격적으로 가동되었다. 캐나다 남부 지역에는 대부분 우수한 품질을 가진 곡물이 풍부하게 자라고 있다. 워커의 고유 위스키 제조 과정은 세계적인 수준으로, 최상의 위스키를 만드는 데 부족함이 없었다. 그래서 부드러운 맛을 가진 독특하고 일관성이 있는 고급 위스키로 곧 부각되었다. 처음에 위스키는 상표 없는 오크 통으로 판매되었다.하지만 워커는 곧 가문의 문양을 오크 통의 헤드에 새겨서 브랜드화시켰다. ‘멋진 신사 클럽’이라는 곳에서 인기가 높아져 위스키 이름을 ‘클럽 위스키’라고 불렀다. 클럽 위스키는 미국 버번 위스키를 제치고 미국 내에서 큰 성공을 거두었고, 놀란 미국 증류업자들이 정부에 탄원을 했다. 이에 워커는 공식적으로 위스키 상표를 ‘캐나디언 클럽’으로 정했다.버터와 바닐라, 커스터드 크림 향이 나며 약간 쓴 약과 견과류 향도 느껴진다. 향기로운 꿀과 부드러운 크림 맛이 나며, 숙성된 느낌이 여운을 준다"
위스키,커리지앤컨빅션(씨앤씨),미국,750,46,
위스키,커리지앤컨빅션(씨앤씨),미국,750,46,
위스키,커리지앤컨빅션(씨앤씨),미국,750,46,
위스키,커티샥,영국,700      ,40      ,"커티 샥(Cutty Sark)이란, 켈트 어로 '짧은 셔츠'라는 뜻이다. 1919년부터 미국의 금주법이 위세를 떨치자 스카치위스키의 수출은 부진을 겪게 된다. 이때 베리브라더스 앤 루드(Berry Brothers & Rudd)사는 미국의 금주법이 조만간 해제될 것으로 예상하고는 금주법 해제 후의 미국 시장을 겨냥하여 그들의 취향에 맞게 신제품 개발에 박차를 가한다.새로 개발된 술에는 당시 범선의 이름이던 '커티 샥'이라는 이름이 붙여졌다. 커티 샥은 스코틀랜드의 시인 로버트 번스의 시에 등장하는 '마녀의 속옷'을 가리키는 말이다. 범선 커티 샥의 뱃머리에는 이 마녀의 속옷 모양이 구원의 표시로서 장식되어 있는데, 배의 안전을 지켜 주는 상징으로 사용되고 있다. 커티 샥은 라이트 스카치위스키의 대표적인 것으로, 맛뿐만이 아니라 색깔도 옅다"
위스키,커티샥 18년,영국,700      ,40      ,"커티 샥(Cutty Sark)이란, 켈트 어로 '짧은 셔츠'라는 뜻이다. 1919년부터 미국의 금주법이 위세를 떨치자 스카치위스키의 수출은 부진을 겪게 된다. 이때 베리브라더스 앤 루드(Berry Brothers & Rudd)사는 미국의 금주법이 조만간 해제될 것으로 예상하고는 금주법 해제 후의 미국 시장을 겨냥하여 그들의 취향에 맞게 신제품 개발에 박차를 가한다.새로 개발된 술에는 당시 범선의 이름이던 '커티 샥'이라는 이름이 붙여졌다. 커티 샥은 스코틀랜드의 시인 로버트 번스의 시에 등장하는 '마녀의 속옷'을 가리키는 말이다. 범선 커티 샥의 뱃머리에는 이 마녀의 속옷 모양이 구원의 표시로서 장식되어 있는데, 배의 안전을 지켜 주는 상징으로 사용되고 있다. 커티 샥은 라이트 스카치위스키의 대표적인 것으로, 맛뿐만이 아니라 색깔도 옅다 ."
위스키,커티샥 블랙 18년,영국,700      ,40      ,"커티 샥(Cutty Sark)이란, 켈트 어로 '짧은 셔츠'라는 뜻이다. 1919년부터 미국의 금주법이 위세를 떨치자 스카치위스키의 수출은 부진을 겪게 된다. 이때 베리브라더스 앤 루드(Berry Brothers & Rudd)사는 미국의 금주법이 조만간 해제될 것으로 예상하고는 금주법 해제 후의 미국 시장을 겨냥하여 그들의 취향에 맞게 신제품 개발에 박차를 가한다.새로 개발된 술에는 당시 범선의 이름이던 '커티 샥'이라는 이름이 붙여졌다. 커티 샥은 스코틀랜드의 시인 로버트 번스의 시에 등장하는 '마녀의 속옷'을 가리키는 말이다. 범선 커티 샥의 뱃머리에는 이 마녀의 속옷 모양이 구원의 표시로서 장식되어 있는데, 배의 안전을 지켜 주는 상징으로 사용되고 있다. 커티 샥은 라이트 스카치위스키의 대표적인 것으로, 맛뿐만이 아니라 색깔도 옅다"
위스키,켄터키워커버번,미국,750      ,53      ,
위스키,코발 포그레인,미국,500      ,",",
위스키,코발라이,미국,500      ,.,
위스키,코발밀레위스키,미국,750      ,40      ,
위스키,코발버번위스키,미국,500      ,.,
위스키,크라운로얄,캐나다,700      ,40      ,
위스키,크라켄모어 12년,영국,700      ,40      ,보리의 흔적과 풍부하고 섬세한 꽃향기로 스페이사이드를 대표하는 위스키 중 하나입니다. 풍부한 과일향과 벌꿀 블랙베리의 상큼함이 실크같은 부드러운  맛과 어우러져  훌륭한 풍미를 자아내는 위스키 입니다.
위스키,클루니,영국,700      ,40      ,
위스키,클리브랜드 블랙리저브,미국,750,50,
위스키,클리브랜드 언더그라운드,미국,750,47,
위스키,클리브랜드 언더그라운드,미국,750,45,
위스키,킬호만마키아베이,영국,700,46      ,
위스키,킬호만사닉,영국,700      ,46      ,
위스키,킹덤더클래스,영국,450      ,40      .,킹덤더클래스 더 클래스140년 전통을 자랑하는 스코틀랜드 위스키 명가 에드링턴 그룹의 마스터 블렌더 ‘고든 모션(Gordon Motion)’과의 협업을 통해 젊은층이 선호하는 깔끔하고 부드러운 맛을 만들어 냈다.
위스키,탈리스커 10년,영국,700      ,45.8      ,"강한 피트 향, 바다 향과 말린 과일의 달콤한 향기를 느낄 수 있다. 개운하고 상쾌한 목넘김에 피니쉬가 오래도록 지속된다."
위스키,탐나불린 더블캐스크,스코틀랜드,700,40,
위스키,탐나불린 쉐리캐스크,스코틀랜드,700,40,
위스키,탐나불린1973,영국,700      ,.,
위스키,탐나불린저먼,미국,700      ,40      ,
위스키,테이스틸,영국,700      ,40      ,
위스키,템플턴 라이 4년,미국,700,40,"A big and spicy rye from the folks at Templeton. A 95% rye mashbill, distilled in Indiana, with a lot of flavour that makes it a great sipping whisky, as well as being punchy enough for Old Fashioneds, Sazeracs and all of your other favourites."
위스키,템플턴 라이 6년,미국,700,45,"Templeton, Iowa – June 2016 – Templeton Rye Whiskey announces the release of Templeton Rye 6-Year, a limited edition aged rye. The new offering is the first from the leading ultra-premium rye whiskey maker in 10 years. Templeton 6-Year is aged in new American oak barrels. With a higher proof, 45.75% ABV, and longer time in the barrel, the new expression displays more complex rye notes that will entice and intrigue whiskey aficionados and novice drinkers alike. Floral aromas and hints of dry spice, butterscotch, vanilla, cherry and green apple preview a balanced taste nuanced with vibrant flavor cues of fruit with hints of toasted oak. The body is bold oak with burnt sugar sweetness; the finish long and strong with lingering spiciness."
위스키,토마틴 몰트위스키12년,영국,700      ,43      ,
위스키,토민타울10년,영국,700      ,40      ,
위스키,토민타울14년,영국,700      ,46      ,
위스키,토민타울16년,영국,700      ,40      ,
위스키,토민타울21년,영국,700      ,40      ,
위스키,티모러스 비스크,영국,700      ,43.8      ,
위스키,틸링싱글그레인,영국,700      ,46      ,
위스키,페이머스그라우스,영국,700,40,
위스키,포로지스싱글배럴,미국,700,50      ,
위스키,피트 몬스터,영국,700      ,40      ,스모키와 피트가 잘 표현된 몰트 위스키 더불어 은은한 달콤함과 깊이를 느낄 수 있다.
위스키,하이랜드 파크( 단종),영국,700      ,46.8      ,"리치 마호가니향 - 스파이시한 셰리와 잘 익은 바나나 향의 조화, 구운 헤이즐넛 , 사과의 향맛 - 드라이한 피트 향이 느껴지는 첫 느낌, 마라스키노 체리의 단맛이 따뜻한 다크 초콜릿과 어우러진 균형잡힌 맛 피니쉬 - 달콤한 스모크 향이 입가에 오래도록 맴도는 여운"
위스키,하이랜드파크 12년,영국,700      ,40      ,"스코틀랜드의 최북단인 오크니 섬에 위치한 하이랜드 파크(Highland Park) 증류소는 1798년부터위스키 생산을 시작해 200년이 넘은 지금까지 장인정신을 이어오고 있는 싱글 몰트 위스키 브랜드이다.세계적인 위스키 전문가인 마이클 잭슨(Michael Jackson)은 그의 저서 ‘Malt Whisky Companion’에서 하이랜드 파크에 대해 ‘전세계 어디에서나 가장 돋보일 싱글 몰트 위스키’라고 극찬했다.하이랜드파크는 오크니 섬의 특징인 스모키한 맛, 피트의 강한 맛, 그리고 부드러운 꿀의 조화와 함께더할 나위 없는 최고의 품질을 맛볼 수 있다."
위스키,하이랜드파크 18년,영국,700      ,40      ,"스코틀랜드의 최북단인 오크니 섬에 위치한 하이랜드 파크(Highland Park) 증류소는 1798년부터위스키 생산을 시작해 200년이 넘은 지금까지 장인정신을 이어오고 있는 싱글 몰트 위스키 브랜드이다.세계적인 위스키 전문가인 마이클 잭슨(Michael Jackson)은 그의 저서 ‘Malt Whisky Companion’에서 하이랜드 파크에 대해 ‘전세계 어디에서나 가장 돋보일 싱글 몰트 위스키’라고 극찬했다.하이랜드파크는 오크니 섬의 특징인 스모키한 맛, 피트의 강한 맛, 그리고 부드러운 꿀의 조화와 함께더할 나위 없는 최고의 품질을 맛볼 수 있다."
위스키,하이랜드파크에디션(품절),영국,700,.,"하이랜드 파크의 아이스 에디션은 최근 몇년간 하이랜드 파크에서 출시하고 있는 바이킹과 노르딕 전설 시리즈 중의 하나입니다. 전세계 30,000병 출시, 국내에는 72병만 들어옵니다. 버번 오크통에서 숙성한 캐스크 스트랭스제품입니다."
위스키,하쿠슈 12년,일본,700      ,40      ,숲의 잔디와 감귤 류 등의 상큼한 향기. 달콤한 크림 같은 풍미가 상쾌한 (숙성 나무 향). 희미 한 안개 풍미가 좋은 뒷맛을 창출 하 고 있습니다.
위스키,하쿠슈 18년,일본,700      ,43      ,가격숲의 잔디와 감귤 류 등의 상큼한 향기. 달콤한 크림 같은 풍미가 상쾌한 (숙성 나무 향). 희미 한 안개 풍미가 좋은 뒷맛을 창출 하 고 있습니다.
위스키,하쿠슈DR,일본,700      ,43      ,
위스키,헤도니즘,영국,700      ,43      ,"쾌락주의, 라는 이름에서 느껴지듯이 매혹적이고 독특한 위스키. 부드럽고 단 맛이 강하다. 그 품질을 위해 일년에 한 번, 또는 두 번 밖에 생산되지 않는다."
위스키,헤븐스도어더블배럴,미국,700      ,50      ,헤븐스 도어는 1973년 많은 인기를 끈 밥 딜런의 노래 ‘노킹 온 헤븐스 도어’에서 영감을 받아 만든 위스키 이다.
위스키,헤븐스도어스트레이트,미국,750      ,46      ,헤븐스 도어는 1973년 많은 인기를 끈 밥 딜런의 노래 ‘노킹 온 헤븐스 도어’에서 영감을 받아 만든 위스키 이다
위스키,헤븐스도어스트레이트라이,미국,700      ,43      ,헤븐스 도어는 1973년 많은 인기를 끈 밥 딜런의 노래 ‘노킹 온 헤븐스 도어’에서 영감을 받아 만든 위스키 이다.
위스키,헤이그클럽,영국,700,45,헤이그클럽데이비드 베컴이 론칭에 참여한 싱글 그레인 위스키
위스키,헤이즐번 10년,영국,700      ,46      ,"진한 금빛 색상. 꿀과 퍼지의 향에 구운 배, 사과의 향이 느껴지며 바닐라와 꿀이 느껴지는 풍부한 맛. 상큼한 감초가 풍미를 더한다. 밀크 초콜렛 크림이 피니쉬로 여운을 남긴다."
위스키,헤이즐번 12년,영국,700      ,46      ,"1997년부터 생산 시작사용되는 모든 Malt는 Peat를 사용하지 않고,오직 뜨거운 공기로만 건조함. 3번의 증류과정을 거쳐 생산됨.향 : 셰리 캐스크의 특징들이 두드러짐. 달콤함, 초콜릿, 살구와 오렌지 마말레이드, 아몬드 그리고 마지팬비스켓 등.맛 : 맥아향, 과일 그리고 우아함, 매우 좋은 밸런스와 입안을 부드럽게 감싸주는 오크, 무화과와 견과류의 힌트들.피니쉬 : 긴 여운으로 오랫동안 남는 과일의 달콤함캡벨타운의 스프링뱅크 증류소에서 제조하는 헤이즐번은 세번 증류하여 풍미가 좋으며 가볍고 오묘한 맛을 냅니다."
위스키,휘슬피그12년,미국,750      ,45      ,
위스키,휘슬피그15년,미국,750,46      ,
위스키,휘슬피그라이10년,미국,750,50,
위스키,히비키17년,일본,700,43,
